Measurenent,Id_sensor,Number_data,Temperature,Humidity,Soil_humidity,Rssi
2,2,1,33.0,56.0,31.184600000000003,-80
3,1,2,32.1,60.0,33.296699999999966,-88
4,2,2,30.7,67.0,24.836399999999998,-77
5,1,3,29.0,72.0,18.504299999999997,-88
6,2,3,27.9,69.0,17.459299999999995,-77
7,1,4,27.7,74.0,14.863800000000005,-90
8,2,4,27.9,76.0,11.9626,-77
9,1,5,27.0,78.0,13.383900000000004,-89
10,2,5,26.6,80.0,12.041000000000002,-77
11,1,6,25.7,86.0,9.695300000000008,-87
12,2,6,25.7,83.0,11.625900000000009,-77
13,1,7,24.8,91.0,13.208499999999994,-88
14,2,7,24.9,87.0,9.257500000000006,-76
15,1,8,24.0,95.0,7.174666666666658,-86
16,2,8,23.9,89.0,8.592199999999997,-76
17,1,9,23.6,95.0,5.889133333333328,-87
18,2,9,23.8,90.0,12.128300000000003,-77
19,1,10,23.6,95.0,5.5203333333333315,-89
20,2,10,23.9,91.0,11.991899999999998,-77
21,1,11,23.5,95.0,8.496833333333324,-88
22,2,11,23.1,91.0,17.511599999999984,-77
23,1,12,22.7,95.0,8.57273333333333,-87
24,2,12,22.9,93.0,29.78790000000002,-78
25,1,13,22.5,95.0,24.296158333333338,-93
26,2,13,22.9,93.0,29.78790000000002,-78
27,1,14,22.3,95.0,41.45575000000001,-89
28,2,14,22.4,93.0,51.336756666666695,-78
29,1,15,22.5,95.0,18.584808333333356,-89
30,2,15,22.7,95.0,21.390033333333335,-77
31,1,16,22.4,95.0,57.41067499999998,-89
32,2,16,22.5,94.0,37.49005000000002,-79
33,1,17,22.0,95.0,55.78429999999996,-88
34,2,17,22.2,95.0,41.55720000000003,-78
35,1,18,22.3,95.0,41.79365,-88
36,2,18,22.2,95.0,47.16590000000005,-81
37,1,19,22.6,95.0,10.344066666666665,-88
38,2,19,22.3,95.0,21.340625000000003,-79
39,1,20,22.6,95.0,10.61866666666667,-87
40,2,20,22.5,95.0,31.17223333333335,-79
41,1,21,22.5,95.0,19.93280833333336,-87
42,2,21,22.4,95.0,55.53309000000002,-80
43,1,22,22.3,95.0,41.45575000000001,-89
44,2,22,22.4,95.0,55.53309000000002,-80
45,1,23,22.3,95.0,41.79365,-88
46,2,23,21.9,94.0,15.572733333333304,-80
47,1,24,22.4,95.0,56.57300833333335,-95
48,2,24,22.2,95.0,41.34590000000003,-80
49,1,25,22.4,95.0,58.78177499999998,-87
50,2,25,22.3,95.0,21.091775000000013,-81
51,1,26,22.7,95.0,10.637466666666667,-86
52,2,26,22.5,95.0,27.73568333333335,-80
53,1,27,22.7,95.0,8.57273333333333,-87
54,2,27,22.2,95.0,52.85540000000004,-82
55,1,28,22.5,95.0,18.584808333333356,-89
56,2,28,22.0,95.0,28.774500000000007,-81
57,1,29,22.8,95.0,6.281233333333335,-90
58,2,29,22.4,95.0,64.32659166666672,-82
59,1,30,23.3,95.0,7.6232333333333235,-88
60,2,30,22.8,95.0,19.97728333333332,-81
61,1,31,24.1,95.0,9.391333333333325,-93
62,2,31,23.6,95.0,15.441766666666672,-79
63,1,32,24.3,95.0,5.812933333333333,-92
64,2,32,24.1,94.0,19.71350000000002,-79
65,1,33,24.4,95.0,5.8221333333333325,-92
66,2,33,24.1,93.0,20.751500000000014,-78
67,1,34,28.3,85.0,13.48140000000001,-89
68,2,34,27.1,86.0,12.578100000000008,-78
69,1,35,30.1,75.0,17.08999999999999,-91
70,2,35,28.3,82.0,14.95,-90
71,1,36,30.5,77.0,29.02,-92
72,2,36,29.1,81.0,16.9,-88
73,1,37,32.8,64.0,25.32,-92
74,2,37,31.6,73.0,33.24,-86
75,1,38,34.9,62.0,34.18,-90
76,2,38,34.7,68.0,31.43,-87
77,1,39,36.9,62.0,46.39,-87
78,2,39,37.0,64.0,44.62,-77
79,1,40,35.5,59.0,65.47,-92
80,2,40,36.9,57.0,64.51,-77
81,1,41,35.5,54.0,55.01,-88
82,2,41,39.3,56.0,53.31,-76
83,1,42,38.6,52.0,44.12,-90
84,2,42,38.2,53.0,43.01,-74
85,1,43,36.6,54.0,33.62,-90
86,2,43,38.6,53.0,32.5,-76
87,1,44,38.2,51.0,22.93,-90
88,2,44,36.1,54.0,21.58,-76
89,1,45,34.5,57.0,20.96,-90
90,2,45,34.8,60.0,20.7,-75
91,1,46,36.9,51.0,21.81,-90
92,2,46,36.0,57.0,20.08,-75
93,1,47,34.4,56.0,19.16,-90
94,2,47,34.0,61.0,18.35,-75
95,1,48,32.8,63.0,16.22,-93
96,2,48,32.2,66.0,13.73,-75
97,1,49,29.4,72.0,15.68,-90
98,2,49,29.4,73.0,12.0,-75
99,1,50,28.6,79.0,13.53,-87
100,2,50,28.9,80.0,12.1,-75
101,1,51,27.4,80.0,12.38,-87
102,2,51,26.7,78.0,11.0,-77
103,1,52,26.1,86.0,10.07,-91
104,2,52,25.0,83.0,9.98,-76
105,1,53,25.1,89.0,9.52,-90
106,2,53,24.6,88.0,7.0,-75
107,1,54,24.5,93.0,5.98,-91
108,2,54,24.4,91.0,4.0,-76
109,1,55,23.6,95.0,5.92,-92
110,2,55,23.8,92.0,3.0,-75
111,1,56,23.1,95.0,3.3,-90
112,2,56,23.1,93.0,3.0,-75
113,1,57,22.8,95.0,2.11,-91
114,2,57,23.1,93.0,1.0,-76
115,1,58,22.7,95.0,1.49,-88
116,2,58,22.8,94.0,19.829666666666654,-76
117,1,59,22.6,95.0,10.344066666666665,-88
118,2,59,22.6,94.0,19.934866666666668,-76
119,1,60,22.6,95.0,9.315166666666665,-89
120,2,60,22.8,95.0,16.42093333333332,-76
121,1,61,22.5,95.0,19.658208333333356,-88
122,2,61,22.6,95.0,16.90486666666667,-76
123,1,62,22.7,95.0,5.523733333333338,-91
124,2,62,22.7,95.0,16.86143333333332,-76
125,1,63,22.7,95.0,8.29813333333333,-88
126,2,63,22.7,95.0,16.86143333333332,-76
127,1,64,23.0,95.0,7.3689333333333265,-89
128,2,64,23.1,95.0,7.055366666666663,-76
129,1,65,22.9,95.0,6.145733333333331,-88
130,2,65,22.8,95.0,16.42093333333332,-76
131,1,66,22.8,95.0,8.16613333333333,-88
132,2,66,22.6,95.0,21.574616666666675,-77
133,1,67,22.6,95.0,9.315166666666665,-89
134,2,67,22.3,95.0,19.20862500000001,-76
135,1,68,22.6,95.0,8.801366666666667,-90
136,2,68,22.3,95.0,21.446925,-77
137,1,69,22.4,95.0,58.78177499999998,-87
138,2,69,22.5,95.0,24.07933333333334,-76
139,1,70,22.3,95.0,41.79365,-88
140,2,70,22.4,95.0,50.03184000000001,-76
141,1,71,22.6,95.0,10.344066666666665,-88
142,2,71,22.4,95.0,50.03184000000001,-76
143,1,72,22.2,95.0,45.58130000000005,-90
144,2,72,22.0,95.0,21.441499999999987,-76
145,2,73,22.2,95.0,35.42090000000002,-71
146,1,73,22.3,94.0,19.515850000000007,-80
147,2,74,22.4,95.0,47.72985666666668,-71
148,1,74,22.1,94.0,46.12760000000003,-82
149,2,75,22.0,95.0,20.671499999999988,-71
150,1,75,22.0,95.0,22.708499999999987,-80
151,2,76,21.8,94.0,18.899733333333312,-71
152,1,76,22.1,93.0,44.679800000000014,-82
153,2,77,21.5,94.0,22.281500000000005,-71
154,1,77,22.2,94.0,34.895500000000006,-80
155,2,78,21.8,94.0,18.899733333333312,-73
156,1,78,22.1,94.0,28.9857,-80
157,2,79,22.2,95.0,35.42090000000002,-73
158,1,79,21.9,94.0,15.572733333333304,-80
159,2,80,21.8,94.0,18.899733333333312,-71
160,1,80,21.6,94.0,16.0953,-80
161,2,81,21.4,94.0,15.002399999999989,-71
162,1,81,20.9,94.0,17.96809833333332,-80
163,2,82,20.8,93.0,16.77134166666666,-71
164,1,82,20.5,93.0,18.195791666666665,-80
165,2,83,20.6,93.0,15.414741666666664,-70
166,1,83,20.9,94.0,16.40119833333333,-81
167,2,84,20.4,93.0,16.29479166666667,-71
168,1,84,21.1,93.0,15.318149999999997,-81
169,2,85,21.0,94.0,15.48589999999999,-72
170,1,85,21.9,95.0,27.497428571428568,-81
171,2,86,21.4,94.0,15.002399999999989,-73
172,1,86,22.0,93.0,19.576033333333307,-80
173,2,87,22.9,95.0,9.036333333333332,-73
174,1,87,22.0,96.0,28.774500000000007,-81
175,2,88,25.1,95.0,6.4286333333333285,-74
176,1,88,25.4,90.0,13.85530000000001,-79
177,2,89,26.0,90.0,9.593000000000002,-74
178,1,89,26.2,88.0,7.689600000000006,-83
179,2,90,29.7,81.0,11.884899999999998,-75
180,1,90,30.0,80.0,12.390399999999989,-84
181,2,91,29.9,77.0,12.72189999999999,-77
182,1,91,30.1,75.0,11.56,-84
183,2,92,30.7,75.0,12.0,-74
184,1,92,31.4,71.0,22.18,-80
185,2,93,33.2,67.0,24.0,-72
186,1,93,33.8,67.0,32.33,-82
187,2,94,31.4,71.0,33.23,-77
188,1,94,32.1,67.0,32.87,-82
189,2,95,32.8,67.0,32.24,-75
190,1,95,33.1,63.0,32.83,-81
191,2,96,33.8,63.0,33.4,-76
192,1,96,34.2,59.0,33.95,-81
