Measurenent,Id_sensor,Number_data,Temperature,Humidity,Soil_humidity,Rssi
61,1,31,24.1,95.0,8.256,-93
62,2,31,23.6,95.0,37.42,-79
63,1,32,24.3,95.0,8.416,-92
64,2,32,24.1,94.0,30.2,-79
65,1,33,24.4,95.0,8.416,-92
66,2,33,24.1,93.0,15.440000000000001,-78
67,1,34,28.3,85.0,12.994,-89
68,2,34,27.1,86.0,8.776,-78
69,1,35,30.1,75.0,21.528,-91
70,2,35,28.3,82.0,14.95,-90
71,1,36,30.5,77.0,29.02,-92
72,2,36,29.1,81.0,16.9,-88
73,1,37,32.8,64.0,25.32,-92
74,2,37,31.6,73.0,33.24,-86
75,1,38,34.9,62.0,34.18,-90
76,2,38,34.7,68.0,31.43,-87
77,1,39,36.9,62.0,46.39,-87
78,2,39,37.0,64.0,44.62,-77
79,1,40,35.5,59.0,65.47,-92
80,2,40,36.9,57.0,64.51,-77
81,1,41,35.5,54.0,55.01,-88
82,2,41,39.3,56.0,53.31,-76
83,1,42,38.6,52.0,44.12,-90
84,2,42,38.2,53.0,43.01,-74
85,1,43,36.6,54.0,33.62,-90
86,2,43,38.6,53.0,32.5,-76
87,1,44,38.2,51.0,22.93,-90
88,2,44,36.1,54.0,21.58,-76
89,1,45,34.5,57.0,20.96,-90
90,2,45,34.8,60.0,20.7,-75
91,1,46,36.9,51.0,21.81,-90
92,2,46,36.0,57.0,20.08,-75
93,1,47,34.4,56.0,19.16,-90
94,2,47,34.0,61.0,18.35,-75
95,1,48,32.8,63.0,16.22,-93
96,2,48,32.2,66.0,13.73,-75
97,1,49,29.4,72.0,15.68,-90
98,2,49,29.4,73.0,12.0,-75
99,1,50,28.6,79.0,13.53,-87
100,2,50,28.9,80.0,12.1,-75
101,1,51,27.4,80.0,12.38,-87
102,2,51,26.7,78.0,11.0,-77
103,1,52,26.1,86.0,10.07,-91
104,2,52,25.0,83.0,9.98,-76
105,1,53,25.1,89.0,9.52,-90
106,2,53,24.6,88.0,7.0,-75
107,1,54,24.5,93.0,5.98,-91
108,2,54,24.4,91.0,4.0,-76
109,1,55,23.6,95.0,5.92,-92
110,2,55,23.8,92.0,3.0,-75
111,1,56,23.1,95.0,3.3,-90
112,2,56,23.1,93.0,3.0,-75
113,1,57,22.8,95.0,2.11,-91
114,2,57,23.1,93.0,1.0,-76
115,1,58,22.7,95.0,1.49,-88
116,2,58,22.8,94.0,13.66,-76
117,1,59,22.6,95.0,32.77,-88
118,2,59,22.6,94.0,13.66,-76
119,1,60,22.6,95.0,32.16,-89
120,2,60,22.8,95.0,13.66,-76
121,1,61,22.5,95.0,32.77,-88
122,2,61,22.6,95.0,13.66,-76
123,1,62,22.7,95.0,21.851999999999997,-91
124,2,62,22.7,95.0,13.66,-76
125,1,63,22.7,95.0,32.77,-88
126,2,63,22.7,95.0,13.66,-76
127,1,64,23.0,95.0,32.160000000000004,-89
128,2,64,23.1,95.0,13.66,-76
129,1,65,22.9,95.0,32.769999999999996,-88
130,2,65,22.8,95.0,13.66,-76
131,1,66,22.8,95.0,32.77,-88
132,2,66,22.6,95.0,13.66,-77
133,1,67,22.6,95.0,32.16,-89
134,2,67,22.3,95.0,13.66,-76
135,1,68,22.6,95.0,12.081999999999999,-90
136,2,68,22.3,95.0,14.479999999999999,-77
137,1,69,22.4,95.0,41.83,-87
138,2,69,22.5,95.0,13.66,-76
139,1,70,22.3,95.0,41.290000000000006,-88
140,2,70,22.4,95.0,13.66,-76
141,1,71,22.6,95.0,32.77,-88
142,2,71,22.4,95.0,13.66,-76
143,1,72,22.2,95.0,18.4,-90
144,2,72,22.0,95.0,13.66,-76
145,2,73,22.2,95.0,3.6,-71
146,1,73,22.3,94.0,27.465999999999998,-80
147,2,74,22.4,95.0,3.6,-71
148,1,74,22.1,94.0,42.332,-82
149,2,75,22.0,95.0,3.6,-71
150,1,75,22.0,95.0,19.479999999999997,-80
151,2,76,21.8,94.0,3.6,-71
152,1,76,22.1,93.0,42.332,-82
153,2,77,21.5,94.0,3.6,-71
154,1,77,22.2,94.0,26.139999999999997,-80
155,2,78,21.8,94.0,3.6,-73
156,1,78,22.1,94.0,20.02,-80
157,2,79,22.2,95.0,3.6,-73
158,1,79,21.9,94.0,21.3,-80
159,2,80,21.8,94.0,3.6,-71
160,1,80,21.6,94.0,16.48,-80
161,2,81,21.4,94.0,3.6,-71
162,1,81,20.9,94.0,16.479999999999997,-80
163,2,82,20.8,93.0,3.6,-71
164,1,82,20.5,93.0,16.7,-80
165,2,83,20.6,93.0,3.6,-70
166,1,83,20.9,94.0,19.8,-81
167,2,84,20.4,93.0,3.6,-71
168,1,84,21.1,93.0,19.8,-81
169,2,85,21.0,94.0,3.6,-72
170,1,85,21.9,95.0,37.8,-81
171,2,86,21.4,94.0,3.6,-73
172,1,86,22.0,93.0,21.3,-80
173,2,87,22.9,95.0,3.6,-73
174,1,87,22.0,96.0,37.28,-81
175,2,88,25.1,95.0,3.6,-74
176,1,88,25.4,90.0,21.146,-79
177,2,89,26.0,90.0,5.396,-74
178,1,89,26.2,88.0,12.396,-83
179,2,90,29.7,81.0,16.066,-75
180,1,90,30.0,80.0,15.266,-84
181,2,91,29.9,77.0,16.066,-77
182,1,91,30.1,75.0,11.56,-84
183,2,92,30.7,75.0,12.0,-74
184,1,92,31.4,71.0,22.18,-80
185,2,93,33.2,67.0,24.0,-72
186,1,93,33.8,67.0,32.33,-82
187,2,94,31.4,71.0,33.23,-77
188,1,94,32.1,67.0,32.87,-82
189,2,95,32.8,67.0,32.24,-75
190,1,95,33.1,63.0,32.83,-81
191,2,96,33.8,63.0,33.4,-76
192,1,96,34.2,59.0,33.95,-81
